voltage,current,pir,vibration,risk
22.4,0.5,0,112,0
22.3,0.5,0,338,0
22.2,0.7,0,183,0
22.1,1.1,1,387,1
21.4,0.9,1,412,1
22.5,0.9,1,617,1
21.4,1.2,1,628,1
21.7,1.2,1,466,1
21.5,0.9,1,629,1
21.7,1.0,1,377,1
21.7,0.8,1,583,1
21.5,1.0,1,511,1
21.7,1.0,1,452,1
21.3,1.1,1,489,1
22.1,1.0,1,431,1
22.3,1.0,1,526,1
21.4,1.1,1,614,1
22.4,0.9,1,626,1
21.0,1.0,1,508,1
21.7,1.1,1,490,1
21.2,1.0,1,559,1
22.5,1.0,1,497,1
22.0,1.1,1,565,1
21.1,0.9,1,456,1
21.4,0.9,1,373,1
22.2,1.1,1,409,1
21.9,1.1,1,686,1
21.3,1.1,1,644,1
21.7,1.2,1,529,1
22.5,1.0,1,497,1
21.4,1.1,1,562,1
21.1,0.8,1,658,1
22.1,0.9,1,476,1
22.1,0.8,1,693,1
22.3,1.1,1,495,1
22.3,0.9,1,505,1
22.5,0.9,1,688,1
21.3,1.1,1,392,1
22.1,0.8,1,365,1
21.3,0.8,1,610,1
21.6,1.1,1,514,1
21.1,0.9,1,567,1
21.0,1.0,1,603,1
21.7,1.2,1,603,1
22.0,1.1,1,353,1
21.3,0.9,1,384,1
21.0,1.1,1,454,1
21.9,1.2,1,629,1
21.8,0.8,1,486,1
21.4,1.0,1,420,1
21.7,1.0,1,692,1
21.4,1.0,1,545,1
22.0,1.2,1,633,1
22.1,1.1,1,400,1
21.4,1.1,1,666,1
21.7,0.8,1,693,1
22.2,1.0,1,405,1
21.2,1.2,1,607,1
22.1,0.9,1,689,1
21.6,1.0,1,632,1
21.2,1.2,1,563,1
21.1,0.8,1,650,1
21.7,1.1,1,439,1
22.0,1.1,1,519,1
21.5,1.0,1,498,1
22.5,1.1,1,651,1
22.2,1.1,1,617,1
21.5,1.0,1,692,1
21.3,0.8,1,433,1
21.3,0.9,1,652,1
21.7,1.0,1,451,1
22.3,1.2,1,534,1
22.3,1.1,1,468,1
21.9,1.0,1,645,1
22.1,0.8,1,580,1
21.8,0.9,1,647,1
21.3,1.0,1,473,1
21.6,1.0,1,481,1
22.2,0.9,1,654,1
22.2,1.0,1,430,1
21.5,1.1,1,441,1
21.2,1.0,1,432,1
21.3,1.0,1,671,1
21.6,0.9,1,367,1
22.0,0.9,1,640,1
21.4,1.0,1,369,1
22.2,1.1,1,633,1
21.3,0.9,1,457,1
21.3,1.1,1,396,1
22.3,0.9,1,441,1
22.2,0.9,1,594,1
21.9,1.2,1,620,1
21.6,1.0,1,576,1
22.5,1.0,1,663,1
22.1,0.9,1,636,1
22.0,0.8,1,645,1
21.4,1.0,1,370,1
22.5,1.1,1,429,1
22.4,1.1,1,668,1
21.1,1.0,1,695,1
22.1,1.0,1,410,1
21.0,1.1,1,530,1
22.4,1.2,1,407,1
21.2,0.9,1,676,1
21.1,0.9,1,590,1
22.0,1.0,1,584,1
21.2,1.0,1,363,1
21.7,0.8,1,525,1
22.1,1.0,1,571,1
21.4,1.2,1,469,1
21.2,1.0,1,462,1
21.3,0.9,1,355,1
21.4,1.1,1,439,1
21.4,1.2,1,426,1
21.9,1.1,1,592,1
22.1,1.0,1,570,1
21.4,1.2,1,599,1
22.1,0.9,1,511,1
21.1,1.2,1,695,1
22.0,1.2,1,659,1
22.1,0.8,1,470,1
21.4,1.2,1,529,1
22.2,1.1,1,619,1
22.4,1.0,1,466,1
22.3,0.9,1,553,1
22.5,1.0,1,481,1
22.3,1.1,1,392,1
21.9,0.9,1,475,1
21.4,1.1,1,638,1
21.6,1.2,1,596,1
22.0,1.1,1,542,1
22.4,1.1,1,612,1
21.8,1.1,1,408,1
21.8,0.9,1,513,1
21.3,0.9,1,608,1
21.6,1.0,1,662,1
21.0,1.0,1,682,1
21.4,1.2,1,639,1
21.3,0.8,1,502,1
21.5,1.0,1,580,1
22.4,0.9,1,372,1
21.4,1.0,1,356,1
21.4,1.1,1,614,1
21.4,1.2,1,463,1
21.2,0.8,1,502,1
22.4,0.9,1,484,1
21.8,0.9,1,495,1
21.3,0.9,1,667,1
21.6,1.2,1,614,1
21.5,1.1,1,656,1
21.5,0.9,1,491,1
22.2,1.1,1,514,1
21.1,1.2,1,534,1
21.6,1.0,1,361,1
22.5,0.9,1,463,1
21.5,0.9,1,611,1
21.7,1.0,1,521,1
21.5,0.8,1,528,1
22.0,1.1,1,550,1
21.7,1.2,1,609,1
21.5,1.0,1,528,1
22.2,1.1,1,691,1
22.3,0.9,1,575,1
22.2,0.9,1,478,1
21.6,0.8,1,448,1
22.4,0.9,1,570,1
21.8,1.2,1,638,1
21.2,1.0,1,482,1
22.0,1.0,1,480,1
22.1,1.1,1,403,1
21.7,1.0,1,640,1
22.5,1.0,1,556,1
22.0,1.1,1,443,1
21.7,1.1,1,404,1
21.2,1.1,1,408,1
21.6,1.2,1,572,1
21.6,1.2,1,415,1
21.5,1.2,1,417,1
22.2,1.1,1,357,1
22.3,0.8,1,486,1
22.1,0.9,1,460,1
21.2,1.2,1,389,1
21.6,0.9,1,688,1
22.1,1.2,1,662,1
21.9,0.8,1,495,1
21.1,0.9,1,499,1
21.9,1.2,1,644,1
22.2,1.0,1,630,1
21.2,1.1,1,404,1
22.2,0.9,1,500,1
21.4,1.0,1,366,1
22.2,1.2,1,371,1
21.1,0.9,1,655,1
21.2,0.9,1,552,1
21.3,1.1,1,386,1
21.3,0.9,1,359,1
21.6,1.1,1,410,1
22.3,1.0,1,547,1
22.3,1.0,1,551,1
22.3,0.9,1,433,1
21.2,1.0,1,379,1
21.8,1.2,1,455,1
21.3,0.8,1,461,1
22.1,1.2,1,366,1
22.1,0.9,1,628,1
21.4,0.9,1,375,1
21.7,1.0,1,430,1
21.2,1.1,1,582,1
21.5,0.9,1,356,1
21.4,1.1,1,641,1
22.0,0.9,1,456,1
21.8,1.0,1,437,1
22.5,1.0,1,594,1
21.3,1.0,1,647,1
21.2,0.9,1,507,1
21.3,1.0,1,644,1
21.3,0.8,1,687,1
21.7,0.8,1,571,1
21.6,0.8,1,392,1
22.1,1.2,1,492,1
21.0,1.0,1,569,1
21.9,0.9,1,557,1
21.5,1.1,1,394,1
21.0,1.1,1,408,1
21.2,0.8,1,578,1
22.0,1.0,1,552,1
21.5,1.0,1,695,1
21.5,1.2,1,679,1
21.6,1.2,1,402,1
22.2,1.1,1,465,1
21.4,1.1,1,397,1
22.1,1.0,1,416,1
21.5,0.8,1,390,1
21.7,1.1,1,371,1
22.4,0.9,1,570,1
21.7,1.2,1,614,1
21.8,0.9,1,526,1
21.1,0.9,1,420,1
21.8,0.9,1,428,1
21.2,0.9,1,376,1
21.2,1.0,1,357,1
21.9,1.0,1,617,1
21.8,1.0,1,513,1
21.4,1.2,1,556,1
21.5,0.9,1,565,1
22.4,0.9,1,673,1
22.0,1.0,1,664,1
21.4,1.0,1,445,1
21.6,1.1,1,481,1
21.4,1.1,1,449,1
21.4,1.0,1,692,1
21.1,1.1,1,536,1
21.1,1.1,1,494,1
22.1,0.9,1,631,1
21.4,1.0,1,431,1
22.2,1.1,1,500,1
21.6,1.0,1,375,1
21.3,0.9,1,598,1
21.9,1.0,1,683,1
21.1,1.0,1,353,1
22.3,0.9,1,437,1
21.8,1.1,1,464,1
22.3,1.2,1,695,1
22.3,1.1,1,620,1
22.2,0.8,1,364,1
21.6,1.1,1,630,1
21.9,0.9,1,479,1
22.3,1.1,1,372,1
21.4,1.2,1,482,1
21.8,1.0,1,472,1
21.7,0.8,1,542,1
21.9,1.1,1,391,1
21.0,0.9,1,666,1
21.8,0.8,1,591,1
22.1,1.0,1,445,1
21.9,0.9,1,373,1
22.4,1.0,1,556,1
22.2,0.9,1,550,1
21.6,0.9,1,628,1
21.2,0.9,1,491,1
21.5,1.1,1,669,1
21.3,0.8,1,531,1
21.0,1.0,1,422,1
21.3,1.1,1,647,1
22.3,1.1,1,468,1
21.5,1.1,1,525,1
22.0,1.0,1,547,1
22.4,1.1,1,696,1
21.9,1.1,1,463,1
21.6,0.8,1,428,1
21.8,1.0,1,506,1
21.5,1.1,1,350,1
21.0,1.0,1,440,1
21.2,1.0,1,495,1
21.9,0.8,1,362,1
21.4,1.0,1,427,1
21.6,0.9,1,543,1
21.2,1.1,1,649,1
22.0,0.8,1,549,1
21.2,1.1,1,590,1
21.7,1.1,1,439,1
21.5,1.1,1,624,1
21.1,1.2,1,459,1
22.4,1.0,1,602,1
22.1,1.1,1,674,1
22.4,1.0,1,425,1
22.4,1.0,1,669,1
21.3,1.0,1,445,1
21.5,0.8,1,641,1
21.7,1.2,1,530,1
21.6,0.9,1,572,1
22.0,1.2,1,355,1
21.2,0.9,1,438,1
22.4,1.0,1,688,1
21.7,0.8,1,557,1
21.2,1.0,1,555,1
21.9,0.9,1,667,1
22.0,0.9,1,359,1
21.2,1.2,1,630,1
21.6,1.1,1,657,1
21.7,1.1,1,564,1
21.7,1.1,1,441,1
21.4,1.1,1,480,1
21.8,1.2,1,380,1
21.1,1.1,1,504,1
21.6,0.8,1,643,1
21.1,1.1,1,402,1
21.1,0.9,1,367,1
22.3,1.0,1,483,1
22.3,0.8,1,610,1
21.5,0.9,1,499,1
21.4,1.1,1,424,1
22.2,1.0,1,575,1
21.8,1.0,1,587,1
22.3,1.1,1,555,1
22.0,1.0,1,636,1
22.1,1.2,1,368,1
22.5,1.0,1,585,1
22.0,0.9,1,413,1
22.3,0.9,1,597,1
21.7,1.1,1,405,1
21.8,1.1,1,396,1
21.2,1.0,1,671,1
22.4,1.1,1,536,1
21.1,0.9,1,544,1
22.5,0.8,1,359,1
21.2,1.2,1,613,1
22.0,1.1,1,517,1
21.9,1.2,1,565,1
21.3,1.1,1,451,1
22.3,0.9,1,434,1
22.2,1.0,1,603,1
21.5,1.0,1,572,1
21.4,1.1,1,536,1
21.0,1.0,1,471,1
21.7,1.1,1,587,1
22.3,1.0,1,530,1
21.2,0.9,1,626,1
21.5,1.2,1,695,1
22.1,1.0,1,628,1
21.3,1.1,1,698,1
21.3,1.0,1,439,1
22.0,1.0,1,575,1
21.8,0.9,1,652,1
21.9,1.2,1,618,1
21.4,1.1,1,605,1
22.2,0.8,1,450,1
22.4,1.0,1,587,1
22.0,0.8,1,457,1
21.8,1.0,1,511,1
21.6,0.8,1,572,1
22.3,0.9,1,690,1
22.0,0.9,1,351,1
22.0,1.1,1,456,1
21.1,1.0,1,686,1
21.8,1.1,1,366,1
21.5,0.9,1,389,1
22.0,1.1,1,642,1
22.3,0.8,1,505,1
21.2,0.9,1,351,1
22.0,1.1,1,624,1
21.0,1.1,1,473,1
21.5,1.0,1,450,1
21.2,0.9,1,357,1
21.4,1.0,1,590,1
21.8,0.9,1,538,1
21.4,1.0,1,471,1
21.9,1.0,1,456,1
21.9,0.9,1,469,1
21.0,1.0,1,439,1
22.0,1.0,1,517,1
21.0,1.1,1,352,1
22.3,0.8,1,516,1
21.0,1.0,1,659,1
21.4,0.8,1,683,1
22.0,0.9,1,372,1
22.2,1.2,1,563,1
21.7,1.1,1,557,1
21.7,1.0,1,677,1
21.9,0.9,1,599,1
21.5,1.1,1,584,1
22.0,1.2,1,356,1
21.7,1.1,1,534,1
22.0,1.2,1,587,1
21.6,1.0,1,390,1
22.1,0.9,1,600,1
21.1,0.8,1,451,1
22.2,1.1,1,651,1
21.4,0.9,1,406,1
21.2,0.9,1,639,1
22.5,0.8,1,645,1
22.1,0.8,1,440,1
22.2,0.9,1,665,1
21.2,1.2,1,427,1
21.7,1.0,1,572,1
22.2,1.0,1,494,1
22.2,0.8,1,648,1
21.5,1.1,1,465,1
22.2,1.1,1,554,1
21.3,1.1,1,507,1
22.5,1.0,1,583,1
22.3,1.1,1,441,1
22.0,1.1,1,581,1
22.0,1.0,1,396,1
22.3,0.9,1,574,1
21.5,0.9,1,475,1
21.8,0.8,1,513,1
21.9,1.0,1,366,1
21.7,1.1,1,556,1
21.1,1.1,1,649,1
21.8,1.1,1,383,1
21.5,1.1,1,469,1
22.4,1.0,1,430,1
21.8,0.9,1,594,1
21.9,0.9,1,549,1
21.8,0.9,1,520,1
21.1,1.1,1,521,1
22.4,0.9,1,693,1
21.7,1.0,1,416,1
22.1,1.1,1,376,1
21.4,1.1,1,603,1
21.7,1.0,1,688,1
21.5,1.1,1,528,1
21.2,0.9,1,651,1
21.9,0.9,1,550,1
22.3,1.1,1,599,1
21.2,1.0,1,576,1
21.6,0.9,1,352,1
22.5,1.1,1,672,1
21.1,1.0,1,615,1
22.1,1.0,1,491,1
21.1,1.0,1,388,1
21.5,0.8,1,436,1
22.0,0.9,1,431,1
21.3,1.0,1,513,1
22.2,1.2,1,488,1
21.1,0.9,1,645,1
22.1,1.2,1,627,1
21.0,1.0,1,424,1
21.1,0.9,1,511,1
21.1,1.0,1,652,1
22.5,0.9,1,577,1
22.3,0.9,1,697,1
22.4,1.1,1,559,1
21.8,1.1,1,592,1
22.1,0.9,1,657,1
22.0,1.1,1,654,1
21.6,0.8,1,383,1
22.2,1.1,1,660,1
21.8,1.1,1,355,1
21.7,1.1,1,683,1
21.8,0.9,1,367,1
21.8,1.1,1,377,1
21.1,0.8,1,361,1
21.1,0.9,1,587,1
21.8,1.1,1,573,1
22.0,1.2,1,674,1
21.4,0.9,1,613,1
22.4,1.2,1,361,1
21.7,1.0,1,588,1
21.4,1.1,1,424,1
21.1,1.2,1,601,1
21.1,0.9,1,576,1
21.5,0.9,1,556,1
21.7,1.2,1,470,1
22.3,0.9,1,404,1
21.4,1.0,1,453,1
22.4,1.2,1,387,1
22.4,1.1,1,613,1
22.3,1.0,1,571,1
22.4,1.1,1,538,1
21.7,1.0,1,512,1
22.2,0.9,1,355,1
21.2,1.0,1,569,1
21.4,1.2,1,596,1
21.2,0.8,1,488,1
21.8,1.1,1,606,1
21.3,0.8,1,407,1
22.5,1.2,1,368,1
22.3,1.0,1,364,1
22.3,0.8,1,542,1
22.3,1.2,1,544,1
21.8,0.9,1,562,1
22.4,1.2,1,617,1
21.5,1.1,1,401,1
21.9,1.0,1,494,1
22.0,1.1,1,603,1
21.2,1.0,1,416,1
21.9,0.9,1,395,1
22.0,1.1,1,424,1
21.5,1.0,1,652,1
22.0,1.0,1,405,1
21.7,1.2,1,392,1
21.1,0.9,1,478,1
22.4,0.9,1,644,1
21.9,0.8,1,433,1
21.6,0.9,1,394,1
21.3,0.8,1,587,1
22.5,1.0,1,671,1
21.4,1.0,1,531,1
21.4,1.2,1,665,1
22.1,1.0,1,610,1
22.3,1.0,1,471,1
21.6,0.9,1,506,1
21.8,1.0,1,527,1
21.6,0.8,1,422,1
21.1,1.2,1,690,1
22.2,1.2,1,370,1
21.8,1.2,1,515,1
22.0,1.0,1,380,1
22.0,1.0,1,686,1
21.2,1.1,1,432,1
21.8,0.9,1,578,1
22.0,1.2,1,370,1
21.5,1.0,1,557,1
21.7,0.9,1,687,1
22.1,1.0,1,399,1
22.2,0.9,1,561,1
21.9,0.9,1,431,1
21.7,1.1,1,544,1
21.2,1.0,1,566,1
21.4,1.1,1,440,1
22.0,1.1,1,449,1
22.4,1.1,1,615,1
21.6,1.0,1,542,1
21.3,1.1,1,460,1
21.8,0.9,1,602,1
21.4,1.1,1,432,1
22.0,0.8,1,635,1
21.4,0.8,1,575,1
22.3,0.8,1,381,1
21.6,1.1,1,452,1
22.4,0.9,1,595,1
22.4,1.1,1,605,1
21.6,0.9,1,519,1
21.0,1.1,1,451,1
21.4,0.8,1,469,1
21.9,1.0,1,556,1
21.5,0.9,1,609,1
21.7,0.9,1,502,1
22.0,1.0,1,405,1
21.6,0.8,1,433,1
21.8,1.0,1,668,1
21.5,0.9,1,550,1
22.0,0.9,1,695,1
22.4,0.9,1,538,1
21.3,0.8,1,451,1
21.0,1.0,1,690,1
21.3,1.0,1,680,1
21.6,1.1,1,666,1
22.0,1.1,1,520,1
22.3,0.8,1,623,1
22.3,1.2,1,364,1
21.1,0.9,1,690,1
22.1,0.8,1,448,1
22.4,0.8,1,605,1
21.3,1.0,1,356,1
21.5,0.9,1,637,1
22.2,1.2,1,572,1
21.5,1.2,1,512,1
21.5,0.9,1,593,1
22.3,1.1,1,374,1
22.2,1.1,1,383,1
22.5,1.1,1,387,1
21.9,1.1,1,522,1
21.0,1.1,1,479,1
21.9,0.9,1,380,1
22.3,0.9,1,430,1
21.4,1.0,1,539,1
21.3,0.9,1,505,1
21.1,1.2,1,633,1
21.3,1.0,1,394,1
22.4,1.2,1,371,1
21.1,0.9,1,520,1
22.0,1.1,1,641,1
21.0,1.1,1,685,1
21.0,0.9,1,693,1
21.2,1.0,1,569,1
21.5,1.2,1,494,1
21.7,1.1,1,485,1
21.1,1.0,1,698,1
22.4,1.2,1,610,1
21.9,1.0,1,489,1
21.8,1.0,1,506,1
21.4,0.8,1,430,1
22.4,1.0,1,483,1
21.9,0.9,1,555,1
21.5,1.2,1,425,1
22.2,1.1,1,387,1
22.1,1.1,1,671,1
22.4,1.2,1,412,1
22.1,1.2,1,433,1
21.7,0.9,1,573,1
22.4,1.0,1,489,1
21.9,1.0,1,697,1
21.6,1.2,1,578,1
21.4,1.2,1,585,1
22.5,1.2,1,615,1
21.7,1.0,1,568,1
21.1,0.9,1,642,1
21.2,1.1,1,452,1
22.0,1.1,1,606,1
21.3,0.8,1,453,1
21.4,1.1,1,611,1
21.2,1.1,1,397,1
22.3,1.2,1,581,1
21.5,1.0,1,611,1
21.2,0.9,1,537,1
22.1,1.2,1,453,1
22.1,1.2,1,556,1
21.5,1.1,1,444,1
22.1,0.9,1,444,1
22.1,0.9,1,461,1
21.6,1.0,1,511,1
22.5,1.2,1,362,1
21.1,1.0,1,634,1
21.6,1.1,1,488,1
21.0,1.0,1,450,1
21.0,0.8,1,627,1
21.8,1.1,1,621,1
21.1,0.9,1,575,1
22.5,1.1,1,462,1
21.5,1.1,1,396,1
22.0,1.2,1,671,1
21.7,1.0,1,423,1
21.1,0.9,1,560,1
21.4,0.9,1,420,1
21.7,1.0,1,555,1
21.9,1.0,1,456,1
21.9,1.1,1,463,1
22.0,1.1,1,662,1
21.9,1.0,1,606,1
21.2,0.9,1,579,1
22.3,0.9,1,426,1
22.2,1.2,1,512,1
21.6,0.9,1,692,1
21.2,1.0,1,694,1
21.6,1.2,1,531,1
21.2,0.9,1,458,1
22.4,0.9,1,524,1
21.4,1.1,1,474,1
21.1,0.9,1,487,1
22.2,1.1,1,569,1
21.2,1.1,1,421,1
22.0,0.9,1,544,1
22.2,1.1,1,560,1
22.0,1.1,1,525,1
22.0,0.9,1,634,1
21.1,1.0,1,406,1
21.2,1.1,1,592,1
22.3,0.8,1,650,1
21.1,0.9,1,590,1
22.1,1.0,1,690,1
22.3,1.2,1,359,1
21.4,0.9,1,700,1
22.5,0.9,1,465,1
22.2,1.0,1,555,1
22.2,1.0,1,515,1
21.7,1.1,1,469,1
21.1,1.0,1,417,1
21.0,0.8,1,389,1
21.5,1.1,1,471,1
21.4,0.9,1,613,1
21.9,0.9,1,414,1
22.3,0.9,1,472,1
21.9,1.2,1,682,1
21.8,1.1,1,449,1
22.4,1.2,1,369,1
21.4,0.9,1,391,1
21.1,1.1,1,609,1
22.0,1.2,1,512,1
21.3,1.1,1,400,1
21.7,1.1,1,476,1
21.2,1.2,1,539,1
22.4,1.0,1,382,1
21.4,1.2,1,575,1
21.1,0.9,1,619,1
21.4,0.9,1,429,1
22.2,1.1,1,666,1
21.5,0.8,1,580,1
22.0,1.0,1,604,1
22.0,1.1,1,513,1
21.9,1.0,1,533,1
22.4,1.2,1,659,1
22.2,1.0,1,693,1
21.4,0.8,1,574,1
21.0,1.0,1,668,1
22.1,1.1,1,581,1
22.5,1.2,1,545,1
21.6,0.9,1,490,1
21.1,0.9,1,618,1
22.4,0.9,1,508,1
21.5,1.0,1,658,1
21.8,1.0,1,445,1
21.4,1.0,1,551,1
21.0,0.9,1,611,1
21.4,1.2,1,568,1
21.9,1.1,1,394,1
21.1,0.8,1,512,1
21.3,0.9,1,598,1
21.1,1.2,1,549,1
21.7,1.0,1,587,1
22.4,1.2,1,515,1
21.6,0.8,1,456,1
22.3,0.9,1,373,1
21.6,1.0,1,693,1
21.5,0.8,1,484,1
21.8,1.1,1,626,1
22.4,0.8,1,653,1
21.6,1.0,1,468,1
22.3,0.8,1,541,1
21.9,1.1,1,474,1
21.5,1.1,1,461,1
21.2,1.0,1,640,1
22.2,1.0,1,366,1
21.5,0.9,1,371,1
21.8,1.1,1,466,1
21.7,1.0,1,693,1
22.4,0.9,1,538,1
21.1,1.2,1,609,1
22.4,0.9,1,383,1
22.0,1.1,1,540,1
21.6,1.0,1,464,1
22.0,1.0,1,420,1
22.3,1.2,1,638,1
22.3,0.8,1,563,1
21.9,0.9,1,463,1
22.0,0.9,1,425,1
21.4,1.2,1,545,1
22.3,1.0,1,466,1
21.1,1.2,1,366,1
21.4,0.9,1,514,1
21.5,1.2,1,484,1
21.4,1.1,1,425,1
21.1,1.1,1,511,1
21.6,1.1,1,617,1
21.3,0.9,1,511,1
21.7,1.0,1,629,1
21.3,0.8,1,546,1
22.0,1.1,1,448,1
21.6,1.0,1,425,1
21.5,0.9,1,450,1
22.2,0.9,1,655,1
22.1,1.1,1,601,1
22.5,1.1,1,615,1
22.1,1.2,1,417,1
21.0,0.8,1,558,1
21.1,1.2,1,362,1
22.4,0.9,1,565,1
21.9,1.0,1,636,1
21.6,1.0,1,499,1
21.7,1.1,1,561,1
21.1,0.8,1,684,1
21.7,1.0,1,652,1
22.3,0.9,1,477,1
21.3,1.0,1,392,1
22.0,1.0,1,445,1
22.0,0.9,1,456,1
21.7,1.1,1,567,1
21.8,1.0,1,418,1
22.5,1.1,1,483,1
21.3,0.9,1,450,1
21.1,0.9,1,673,1
21.2,0.9,1,583,1
21.1,0.8,1,562,1
21.9,0.9,1,395,1
21.5,0.9,1,591,1
22.5,1.0,1,640,1
21.4,1.1,1,360,1
21.8,1.1,1,578,1
22.3,0.9,1,484,1
22.0,1.1,1,608,1
21.2,0.9,1,600,1
21.9,0.8,1,442,1
21.8,1.0,1,397,1
22.5,0.9,1,594,1
21.8,1.1,1,648,1
21.7,1.1,1,497,1
21.6,1.0,1,647,1
21.0,1.0,1,482,1
22.2,1.1,1,416,1
21.3,0.9,1,589,1
22.4,0.8,1,544,1
21.3,0.8,1,393,1
21.2,1.0,1,417,1
22.4,0.8,1,642,1
22.1,0.9,1,472,1
22.1,1.2,1,528,1
22.1,0.9,1,591,1
21.4,1.1,1,396,1
21.2,1.1,1,462,1
21.0,1.1,1,505,1
21.7,1.0,1,525,1
21.1,1.2,1,608,1
22.1,1.0,1,372,1
22.3,0.9,1,597,1
22.2,1.1,1,388,1
22.4,1.0,1,599,1
21.5,1.1,1,450,1
21.0,1.1,1,365,1
21.3,0.9,1,631,1
21.6,1.0,1,371,1
22.1,0.8,1,417,1
22.3,1.0,1,620,1
22.0,1.2,1,460,1
21.8,1.1,1,432,1
21.7,0.9,1,408,1
22.4,0.8,1,482,1
21.7,0.8,1,431,1
21.0,0.9,1,350,1
21.6,1.0,1,385,1
22.5,1.0,1,362,1
21.4,0.9,1,457,1
21.1,1.1,1,619,1
21.2,1.1,1,604,1
21.4,0.9,1,437,1
21.5,0.8,1,507,1
21.2,0.9,1,435,1
21.1,1.2,1,370,1
21.5,0.8,1,619,1
22.0,1.1,1,503,1
21.8,0.9,1,496,1
22.2,0.9,1,374,1
21.5,0.8,1,679,1
21.7,0.9,1,579,1
22.0,0.9,1,403,1
21.6,1.0,1,538,1
22.2,1.1,1,399,1
21.7,1.0,1,688,1
22.3,0.9,1,446,1
21.2,1.1,1,620,1
21.9,0.9,1,548,1
21.0,1.1,1,613,1
21.4,1.1,1,615,1
21.6,0.9,1,490,1
21.5,1.1,1,643,1
21.6,0.9,1,367,1
21.8,1.0,1,567,1
22.4,0.8,1,649,1
22.0,1.1,1,573,1
21.1,1.1,1,693,1
21.4,1.1,1,589,1
21.4,0.9,1,569,1
21.5,0.9,1,511,1
22.3,1.0,1,378,1
22.4,1.0,1,460,1
21.1,0.8,1,350,1
21.5,1.1,1,670,1
21.9,1.0,1,537,1
22.1,0.8,1,420,1
21.8,1.0,1,571,1
22.0,0.9,1,552,1
21.1,0.9,1,582,1
22.3,0.9,1,417,1
21.8,1.0,1,379,1
21.1,1.0,1,661,1
21.7,0.9,1,390,1
21.6,0.8,1,426,1
21.7,1.2,1,408,1
21.0,1.0,1,656,1
22.0,1.0,1,395,1
22.4,0.9,1,549,1
22.2,1.1,1,454,1
22.4,1.0,1,498,1
22.2,1.2,1,525,1
22.0,1.1,1,639,1
21.2,1.1,1,631,1
22.2,0.9,1,377,1
21.0,1.1,1,462,1
21.1,1.0,1,410,1
21.3,1.1,1,489,1
21.9,0.9,1,677,1
22.1,1.1,1,413,1
22.3,0.8,1,439,1
21.9,1.1,1,441,1
21.9,1.0,1,642,1
21.9,1.1,1,373,1
22.3,1.0,1,565,1
22.5,1.1,1,507,1
21.1,0.9,1,414,1
21.5,0.9,1,561,1
21.5,0.9,1,671,1
21.2,1.2,1,568,1
21.5,1.0,1,622,1
22.3,1.0,1,633,1
22.4,1.0,1,356,1
21.7,1.1,1,574,1
21.3,0.9,1,360,1
22.0,0.8,1,353,1
21.7,1.1,1,565,1
21.4,1.1,1,464,1
21.2,0.9,1,528,1
21.3,1.0,1,393,1
22.1,0.9,1,618,1
21.9,1.0,1,570,1
22.3,1.1,1,388,1
22.0,1.1,1,572,1
21.8,0.9,1,511,1
22.1,1.1,1,553,1
21.5,1.0,1,413,1
21.1,0.9,1,687,1
22.2,1.1,1,558,1
21.5,0.9,1,384,1
21.9,1.1,1,696,1
22.3,1.0,1,467,1
21.9,1.2,1,445,1
21.6,1.0,1,404,1
21.5,1.1,1,458,1
21.1,1.2,1,378,1
22.1,0.9,1,638,1
22.5,1.1,1,568,1
22.0,1.0,1,557,1
22.2,0.9,1,400,1
21.6,1.0,1,631,1
22.2,1.0,1,363,1
21.8,1.1,1,637,1
22.1,0.9,1,476,1
22.4,0.9,1,566,1
22.1,1.1,1,533,1
21.6,0.9,1,495,1
22.0,0.8,1,505,1
21.3,0.8,1,402,1
21.6,1.1,1,491,1
21.0,0.9,1,592,1
22.2,1.1,1,643,1
21.2,1.1,1,601,1
22.2,0.9,1,561,1
21.5,1.1,1,670,1
21.5,0.8,1,685,1
22.2,1.0,1,635,1
21.1,1.1,1,448,1
21.7,1.2,1,403,1
21.7,1.0,1,547,1
21.4,1.1,1,655,1
21.1,1.0,1,607,1
21.2,1.1,1,697,1
21.3,1.0,1,427,1
21.8,1.0,1,475,1
21.6,1.0,1,491,1
21.7,0.9,1,580,1
21.1,0.9,1,560,1
21.7,0.8,1,691,1
21.6,1.1,1,550,1
21.7,0.9,1,562,1
21.2,0.9,1,458,1
21.2,0.8,1,606,1
22.4,0.9,1,699,1
22.0,1.1,1,645,1
21.7,0.9,1,538,1
21.9,1.1,1,442,1
22.1,1.1,1,455,1
21.1,1.0,1,699,1
22.4,0.9,1,456,1
21.2,1.1,1,500,1
22.3,1.1,1,410,1
21.1,0.9,1,476,1
21.1,0.9,1,480,1
21.1,0.8,1,558,1
21.5,1.1,1,509,1
22.1,1.0,1,372,1
22.4,1.0,1,513,1
21.5,1.1,1,450,1
21.1,1.0,1,667,1
21.9,0.9,1,620,1
21.6,1.1,1,638,1
22.4,1.1,1,582,1
21.4,1.1,1,461,1
22.4,1.1,1,390,1
22.2,0.9,1,628,1
21.9,1.0,1,526,1
21.4,1.2,1,564,1
22.3,1.1,1,385,1
21.6,1.1,1,477,1
21.8,0.9,1,456,1
21.5,1.0,1,688,1
21.1,1.1,1,406,1
21.3,0.9,1,666,1
21.6,0.8,1,434,1
